,MONTH,SOURCE_SYS_CD,PRICE_TO_BP,BID_MARGIN_TOTAL,BID_MARGIN,BID_DISCOUNT,STOP_BIDS,BPCOPS,MISSING,COUNTRY,CONFIDENTIALITY,ROUTE_TO_MARKET,NON_COMPETITIVE_BID,OFF_SHORE_PMT_TERMS,BUNDLED_SOLUTION,CONTINGENCY_FEE,FOCUS,HW_SW,bid_id
229,5,EPRICER,35350.0,9602.9992,21.36231,70.6327,0,0,0,AE,N,N,N,N,N,N,0,HW,6342160
230,6,EPRICER,187810.0,37189.98,16.52888,83.7242,0,0,0,AE,N,N,N,N,N,N,1,HW,6393735
231,6,EPRICER,136840.0,25526.9987,15.72179,88.54097,0,0,0,AE,N,N,N,N,N,N,1,HW,6394063
232,7,EPRICER,1013573.0,199060.9043,16.41558,89.13402,0,0,0,AE,N,N,N,N,N,N,1,HW,6511331
233,7,EPRICER,1483093.0,295918.8991,16.63389,89.1624,0,0,0,AE,N,N,N,N,N,N,1,HW,6511382
234,7,EPRICER,165954.0,36159.9934,17.89089,88.50474,0,0,0,AE,N,N,N,N,N,N,1,HW,6513963
235,8,EPRICER,140490.0,28650.9969,16.93912,88.16232,0,0,0,AE,N,N,N,N,N,N,1,HW,6596427
236,8,EPRICER,164576.0,35424,17.712,85.93362,0,0,0,AE,N,N,N,N,N,N,1,HW,6647478
237,8,EPRICER,119350.0,23826.9865,16.64163,87.17846,0,0,0,AE,N,N,N,N,N,N,1,HW,6648664
238,9,EPRICER,1481095.0,286861.9845,16.22562,89.19979,0,0,0,AE,N,N,N,N,N,N,1,HW,6703061
239,9,EPRICER,165113.0,34887,17.4435,86.34226,0,0,0,AE,N,N,N,N,N,N,1,HW,6822067
240,11,EPRICER,1500000.0,251599.9991,14.36401,75.31027,0,0,0,AE,N,N,N,N,N,N,1,HW,5889563
241,12,EPRICER,910000.0,164999.9225,15.34883,85.02156,0,0,0,AE,N,N,N,N,N,N,1,HW,5905490
242,7,EPRICER,309010.0,50989.968,14.16388,87.40843,0,0,0,AE,N,N,N,N,N,N,1,HW,6523920
243,9,EPRICER,32421.0,7064.997,17.89241,86.1294,0,0,0,AE,N,N,N,N,N,N,0,HW,6847388
244,2,EPRICER,74000.0,34823.5296,32,84.57703,0,0,0,AE,N,N,N,N,N,N,1,HW,6067530
245,2,EPRICER,1800000.0,281754.9222,13.53449,82.10098,0,0,0,AE,N,N,N,N,N,N,1,HW,6091181
246,2,EPRICER,1800000.0,331999.9436,15.57223,87.38327,0,0,0,AE,N,N,N,N,N,N,1,HW,6091199
247,3,EPRICER,1660000.0,255599.8489,13.34307,83.49313,0,0,0,AE,N,N,N,N,N,N,1,HW,6123835
248,4,EPRICER,39000.0,11000,22,84.67794,0,0,0,AE,N,N,N,N,N,N,1,HW,6269677
249,7,EPRICER,12217.0,5748.9996,31.99933,79.59957,0,0,0,AE,N,N,N,N,N,N,0,HW,6527023
250,10,SQO,17311.33,2360.7724,12.0006,58.7857,0,0,0,TW,N,N,N,N,N,N,0,SW,8839915
251,12,EPRICER,422669.448,80508.4665,16,88.64991,0,0,0,IT,N,N,N,N,N,N,0,HW,5963655
252,12,EPRICER,883821.7868,120521.0522,11.99999,86.14229,0,0,0,IT,N,N,N,N,N,N,1,HW,5963837
253,12,EPRICER,153804.7627,29296.1032,15.99998,87.51274,0,0,0,IT,N,N,N,N,N,N,0,HW,5963870
254,12,EPRICER,82633.2742,10143.6437,10.93337,85.75618,0,0,0,IT,N,N,N,N,N,N,1,HW,5966610
255,12,EPRICER,399187.812,76035.7252,15.99999,89.28047,0,0,0,IT,N,N,N,N,N,N,0,HW,5981006
256,12,EPRICER,153802.3324,29295.7073,16.00001,87.51294,0,0,0,IT,N,N,N,N,N,N,0,HW,5986003
257,9,EPRICER,80850.91,8923.6252,9.94004,82.69085,0,0,0,IT,N,N,N,N,N,N,1,HW,6719830
258,12,EPRICER,129148.998,24599.7935,15.99999,88.54309,0,0,0,IT,N,N,N,N,N,N,0,HW,5965754
259,12,EPRICER,431234.8443,58804.752,12,84.7401,0,0,0,IT,N,N,N,N,N,N,0,HW,5965884
260,9,EPRICER,94711.1122,15859.1477,14.34305,80.93189,0,0,0,IT,N,N,N,N,N,N,0,HW,6831020
261,6,SQO,23000.0,2000,8,74.4951,0,0,0,MA,(null),(null),(null),(null),(null),(null),0,SW,9809207
262,7,SQO,17020.0,1480,8,36.8788,0,0,0,MA,(null),(null),(null),(null),(null),(null),0,SW,9855817
263,3,SQO,31718.4,3522.3884,9.9952,37.0036,0,0,0,AZ,(null),(null),(null),(null),(null),(null),0,SW,9487030
264,5,EPRICER,589041.12,161028.2823,21.46845,82.938,0,0,0,IT,N,N,N,N,N,N,0,HW,6341091
265,5,EPRICER,589041.12,114871.4177,16.31899,84.78484,0,0,0,IT,N,N,N,N,N,N,0,HW,6341366
266,5,EPRICER,429509.15,84984.8991,16.51815,86.97102,0,0,0,IT,N,N,N,N,N,N,0,HW,6357446
267,6,EPRICER,389615.226,76927.0395,16.48876,87.71553,0,0,0,IT,N,N,N,N,N,N,0,HW,6382634
268,7,EPRICER,326961.32,64383.2688,16.45181,84.41101,0,0,0,IT,N,N,N,N,N,N,0,HW,6503263
269,7,EPRICER,297768.345,58855.4049,16.5035,85.80289,0,0,0,IT,N,N,N,N,N,N,0,HW,6528074
270,9,EPRICER,362674.082,71968.3607,16.55806,85.73238,0,0,0,IT,N,N,N,N,N,N,0,HW,6817761
271,12,SQO,703604.2699,73882.2181,9.5027,79.9018,0,0,0,IT,N,N,N,N,Y,N,1,SW,9218267
272,12,SQO,1042462.8902,109418.4649,9.4991,78.6417,0,0,0,IT,N,N,N,N,Y,N,1,SW,9220861
273,12,SQO,1980244.7397,149117.2191,7.0029,66.5903,0,0,0,IT,N,N,N,N,Y,N,1,SW,9221468
274,12,SQO,291228.2422,32358.3687,9.9999,12.9144,0,0,0,IT,N,N,N,N,N,N,0,SW,9221977
275,6,SQO,339615.75,29531.8047,8,47.5599,0,0,0,IT,N,N,N,N,N,N,0,SW,9745617
276,6,SQO,441500.48,38390.8663,7.9999,54.552,0,0,0,IT,N,N,N,N,N,N,0,SW,9745633
277,6,SQO,478763.8681,41631.6414,8,69.41,0,0,0,IT,N,N,N,N,(null),N,0,SW,9746225
278,6,SQO,344066.37,29918.8147,8,38.82,0,0,0,IT,N,N,N,N,N,N,0,SW,9811966
279,12,SQO,141232.8285,14825.3793,9.4999,66.3068,0,0,0,IT,N,N,N,N,Y,N,0,SW,9047836
280,11,SQO,291228.2551,32358.3701,9.9999,12.9144,0,0,0,IT,N,N,N,N,Y,N,0,SW,9070489
281,11,SQO,291228.2422,32358.3687,9.9999,12.9144,0,0,0,IT,N,N,N,N,Y,N,0,SW,9071481
282,11,SQO,1319244.5161,99351.4234,7.0035,63.3306,0,0,0,IT,N,N,N,N,Y,N,1,SW,9137217
283,12,SQO,1980244.7397,149117.2191,7.0029,66.5903,0,0,0,IT,N,N,N,N,Y,N,1,SW,9143013
284,12,SQO,930254.5892,97644.3124,9.4994,80.9406,0,0,0,IT,N,N,N,N,Y,N,1,SW,9197237
285,12,SQO,703604.2699,73882.2181,9.5027,79.9018,0,0,0,IT,N,N,N,N,Y,N,1,SW,9203247
286,12,SQO,703604.2699,73882.2181,9.5027,79.9018,0,0,0,IT,N,N,N,N,Y,N,1,SW,9206798
287,12,SQO,1042462.8902,109418.4649,9.4991,78.6417,0,0,0,IT,N,N,N,N,Y,N,1,SW,9206823
288,6,SQO,339615.75,29531.8047,8,47.5599,0,0,0,IT,N,N,N,N,Y,N,0,SW,9738128
289,6,SQO,441500.48,38390.8663,7.9999,54.552,0,0,0,IT,N,N,N,N,Y,N,0,SW,9741077
290,6,SQO,478763.8681,41631.6414,8,69.41,0,0,0,IT,N,N,N,N,Y,N,0,SW,9741113
291,6,SQO,392004.7007,34087.3652,8,38.82,0,0,0,IT,N,N,N,N,Y,N,0,SW,9817133
292,7,SQO,455602.3248,37495.1477,7.604,83.3312,0,0,0,IT,N,N,N,N,Y,N,0,SW,9875776
293,12,SQO,17128.7705,1291.7394,7.0125,28.2772,0,0,0,IT,N,N,N,N,N,N,0,SW,9201563
294,12,SQO,17128.7705,1291.7394,7.0125,28.2772,0,0,0,IT,N,N,N,N,N,N,0,SW,9203164
295,7,EPRICER,261483.684,47926.3478,15.48959,71.92008,0,0,0,IT,N,N,N,N,N,N,0,HW,6502771
296,7,EPRICER,219690.694,31799.9643,12.64459,75.41729,0,0,0,IT,N,N,N,N,N,N,0,HW,6536730
297,7,EPRICER,209119.7076,30220.3988,12.62655,76.20535,0,0,0,IT,N,N,N,N,N,N,0,HW,6542914
298,7,EPRICER,203558.4459,29389.4001,12.6163,76.20999,0,0,0,IT,N,N,N,N,N,N,0,HW,6562771
299,7,EPRICER,259267.7037,47449.5956,15.47014,71.92011,0,0,0,IT,N,N,N,N,N,N,0,HW,6519104
300,7,EPRICER,219690.694,31799.9643,12.64459,75.41729,0,0,0,IT,N,N,N,N,N,N,0,HW,6536836
301,7,EPRICER,212606.4815,30741.4099,12.6327,76.20999,0,0,0,IT,N,N,N,N,N,N,0,HW,6561715
302,7,EPRICER,240687.7296,43910.527,15.42895,71.91999,0,0,0,IT,N,N,N,N,N,N,0,HW,6506562
303,7,EPRICER,238687.824,43529.5839,15.42413,71.91715,0,0,0,IT,N,N,N,N,N,N,0,HW,6510479
304,7,EPRICER,208915.6604,30189.9003,12.62618,75.41999,0,0,0,IT,N,N,N,N,N,N,0,HW,6533312
305,7,EPRICER,202201.1127,29186.598,12.61372,76.21,0,0,0,IT,N,N,N,N,N,N,0,HW,6561695
306,7,EPRICER,271446.8727,49769.415,15.49405,71.92,0,0,0,IT,N,N,N,N,N,N,0,HW,6502840
307,7,EPRICER,237612.6818,34477.9679,12.6715,75.42,0,0,0,IT,N,N,N,N,N,N,0,HW,6536481
308,7,EPRICER,229975.8229,33336.8308,12.66055,76.21,0,0,0,IT,N,N,N,N,N,N,0,HW,6561242
309,8,SQO,23230.9641,718.5828,3.0004,-0.1085,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10040801
310,9,SQO,23295.9623,720.9151,3.0017,0.7207,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10055814
311,9,SQO,23295.9623,720.9151,3.0017,0.7207,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10056022
312,9,SQO,23295.9623,720.9151,3.0017,0.7207,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10100689
313,2,SQO,64049.88,7116.6536,10,23.1242,0,0,0,HR,N,N,N,N,N,N,0,SW,9363167
314,2,SQO,64049.88,7116.6536,10,23.1242,0,0,0,HR,N,N,N,N,N,N,0,SW,9370074
315,2,SQO,60999.89,6777.7655,10,26.785,0,0,0,HR,N,N,N,N,N,N,0,SW,9382737
316,2,SQO,62829.88,6981.0982,10,24.5885,0,0,0,HR,N,N,N,N,N,N,0,SW,9383784
317,2,SQO,64049.88,7116.6536,10,23.1242,0,0,0,HR,N,N,N,N,N,N,0,SW,9363064
318,2,SQO,64049.88,7116.6536,10,23.1242,0,0,0,HR,N,N,N,N,N,N,0,SW,9366385
319,2,SQO,60999.89,6777.7655,10,26.785,0,0,0,HR,N,N,N,N,N,N,0,SW,9382665
320,2,SQO,245728.5923,18510.7691,7.0053,11.6531,0,0,0,HR,N,N,N,N,Y,N,0,SW,9383529
321,2,SQO,62829.88,6981.0982,10,24.5885,0,0,0,HR,N,N,N,N,N,N,0,SW,9383743
322,2,SQO,74000.7159,8222.3023,10,24.5885,0,0,0,HR,N,N,N,N,N,N,0,SW,9386797
323,2,SQO,245728.5923,18510.7691,7.0053,11.6531,0,0,0,HR,N,N,N,N,Y,N,0,SW,9386536
324,2,SQO,64049.88,7116.6536,10,23.1242,0,0,0,HR,N,N,N,N,N,N,0,SW,9357786
325,2,SQO,60999.89,6777.7655,10,26.785,0,0,0,HR,N,N,N,N,N,N,0,SW,9382542
326,2,SQO,62829.88,6981.0982,10,24.5885,0,0,0,HR,N,N,N,N,N,N,0,SW,9383653
327,1,SQO,64049.88,7116.6536,10,23.1242,0,0,0,HR,N,N,N,N,N,N,0,SW,9291334
328,2,SQO,245728.5923,18510.7691,7.0053,11.6531,0,0,0,HR,N,Y,N,N,Y,N,0,SW,9377307
329,2,SQO,60999.89,6777.7655,10,26.785,0,0,0,HR,N,N,N,N,N,N,0,SW,9382810
330,2,SQO,62829.88,6981.0982,10,24.5885,0,0,0,HR,N,N,N,N,N,N,0,SW,9383815
331,3,SQO,424947.4072,47215.9058,9.9999,68.3503,0,0,0,IN,N,N,N,N,N,N,0,SW,9410535
332,3,SQO,293507.1635,32611.5804,9.9999,78.1398,0,0,0,IN,N,N,N,N,N,N,0,SW,9465028
333,3,SQO,293507.1635,32611.5804,9.9999,78.1398,0,0,0,IN,N,N,N,N,N,N,0,SW,9478358
334,7,SQO,36583.4384,6455.7539,14.9997,80.0003,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,SW,9927516
335,7,SQO,39952.3724,7050.2582,14.9997,80.0003,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,SW,9933397
336,6,SQO,11421.3232,993.1586,8,12.6,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9758930
337,10,SQO,320008.12,35496.4402,9.9848,42.567,0,0,0,QA,N,N,N,N,N,N,1,SW,8962277
338,11,SQO,1053517.97,117014.6964,9.9967,39.8512,0,0,0,QA,N,N,N,N,Y,N,1,SW,9054964
339,11,SQO,320008.12,35496.4402,9.9848,42.567,0,0,0,QA,N,N,N,N,Y,N,1,SW,9059558
340,11,SQO,300879.0,33422.457,9.9977,46.0001,0,0,0,QA,N,N,N,N,Y,N,1,SW,9096955
341,11,SQO,301214.28,33422.5416,9.9877,45.94,0,0,0,QA,N,N,N,N,Y,N,1,SW,9120068
342,12,SQO,744745.11,82712.7176,9.996,44.9726,0,0,0,QA,N,N,N,N,Y,N,1,SW,9200211
343,12,SQO,983194.91,109253.6515,10.0008,43.8662,0,0,0,QA,N,N,N,N,Y,N,1,SW,9200333
344,12,SQO,732065.18,81298.0999,9.9953,45.9095,0,0,0,QA,N,N,N,N,Y,N,1,SW,9221981
345,6,SQO,30832.3,954.494,3.0028,3.0028,0,0,0,QA,(null),(null),(null),(null),(null),(null),0,SW,9754645
346,6,SQO,30832.3,954.494,3.0028,3.0028,0,0,0,QA,(null),(null),(null),(null),(null),(null),0,SW,9772427
347,6,SQO,53442.96,1656.4553,3.0063,27.4672,0,1,0,QA,N,N,N,N,Y,N,0,SW,9778493
348,6,SQO,53442.96,1656.4553,3.0063,27.4672,0,1,0,QA,N,N,N,N,Y,N,0,SW,9778832
349,9,SQO,45746.78,1419.9556,3.0105,30.4096,0,0,0,QA,(null),(null),(null),(null),(null),(null),0,SW,10129925
350,9,SQO,45746.78,1419.9556,3.0105,30.4096,0,0,0,QA,(null),(null),(null),(null),(null),(null),0,SW,10130001
351,5,SQO,1514.6204,288.4991,16,42.166,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,9680627
352,5,SQO,3128.8809,595.9775,16,22.6945,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,9714505
353,5,SQO,3128.8809,595.9775,16,22.6945,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,9714634
354,5,SQO,3467.39,813.3383,19,19,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,9714691
355,5,SQO,4667.331,1041.8946,18.2493,18.2493,0,0,0,BR,N,N,N,N,N,N,0,SW,9714794
356,7,SQO,4667.331,1041.8946,18.2493,18.2493,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,9857611
357,7,SQO,3128.8809,595.9775,16,22.6945,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,9857659
358,3,SQO,76659.5358,8035.6254,9.4877,86.3552,0,0,0,GR,N,Y,N,N,N,N,0,SW,9474518
359,3,EPRICER,62138.0,10326.9943,14.25101,82.27848,0,0,0,EG,N,N,N,N,N,N,1,HW,6185697
360,11,EPRICER,1181468.0,167952.9859,12.4463,92.09698,0,0,0,EG,N,N,N,N,N,N,1,HW,5823488
361,11,EPRICER,1599127.0,210928.9027,11.65317,90.61262,0,0,0,EG,N,N,N,N,N,N,1,HW,5823499
362,10,EPRICER,418090.0,61349.9574,12.79617,84.38341,0,0,0,EG,N,N,N,N,N,N,1,HW,5823971
363,10,EPRICER,473430.0,66139.951,12.2579,82.66666,0,0,0,EG,N,N,N,N,N,N,1,HW,5837804
364,11,EPRICER,287043.0,42576.9824,12.91699,83.68062,0,0,0,EG,N,N,N,N,N,N,0,HW,5853030
365,11,EPRICER,316270.0,45066.9985,12.47229,82.5169,0,0,0,EG,N,N,N,N,N,N,1,HW,5853065
366,11,EPRICER,503434.0,74387.9953,12.87386,87.23914,0,0,0,EG,N,N,N,N,N,N,0,HW,5888582
367,11,EPRICER,55509.0,8466.9996,13.23465,71.32503,0,0,0,EG,N,N,N,N,N,N,1,HW,5893580
368,11,EPRICER,310574.0,45747.9677,12.83894,87.02453,0,0,0,EG,N,N,N,N,N,N,1,HW,5897353
369,1,EPRICER,125000.0,29320.99,19,87.64853,0,0,0,EG,N,N,N,N,N,N,0,HW,6007867
370,11,SQO,51610.0,9829.9699,15.9993,66.4003,0,0,0,CO,(null),(null),(null),(null),(null),(null),0,SW,9099048
371,12,SQO,108387.0,20644.9909,15.9999,66.3999,0,0,0,CO,N,N,N,N,N,N,0,SW,9249734
372,12,SQO,124332.0,23682.992,16.0004,66.4002,0,0,0,CO,N,N,N,N,N,N,0,SW,9249821
373,1,SQO,108386.88,20644.9909,15.9999,67.4548,0,0,0,CO,N,N,N,N,N,N,0,SW,9278794
374,1,SQO,124333.17,23682.3607,15.9999,67.3475,0,0,0,CO,N,N,N,N,N,N,0,SW,9278852
375,1,SQO,57584.0,10967.9772,15.9995,68.0798,0,0,0,CO,N,N,N,N,N,N,0,SW,9278885
376,1,SQO,103267.0,18623.9696,15.2792,74.1297,0,0,0,CO,N,N,N,N,N,N,1,SW,9300404
377,1,SQO,122007.0,22002.9998,15.2788,73.2978,0,0,0,CO,N,N,N,N,N,N,1,SW,9300504
378,11,SQO,147691.8,20159.2528,12.0102,75.8925,0,0,0,CO,N,N,N,N,Y,N,1,SW,9062232
379,1,SQO,7175.9,978.5421,12.0001,34.6073,0,0,0,AR,(null),(null),(null),(null),(null),(null),0,SW,9263578
380,11,EPRICER,247000.0,69666.9933,22.00008,86.57044,0,0,0,RU,N,N,N,N,N,N,0,HW,5885243
381,11,EPRICER,531000.0,101144.97,16.00028,87.00329,0,0,0,RU,N,N,N,N,N,N,0,HW,5885253
382,11,EPRICER,354000.0,67429.98,16.00028,86.97761,0,0,0,RU,N,N,N,N,N,N,0,HW,5885258
383,8,EPRICER,902225.0,269494.8969,22.99994,79.05998,0,0,0,RU,N,N,N,N,N,N,0,HW,6725165
384,11,EPRICER,132000.0,37229.9907,21.99964,85.92226,0,0,0,RU,N,N,N,N,N,N,1,HW,5892259
385,12,EPRICER,159000.0,43465.988,21.46829,55.21278,0,0,0,RU,N,N,N,N,N,N,1,HW,5917067
386,12,SQO,36979.2,4108.7589,9.9999,9.9999,0,0,0,MA,N,N,N,N,N,N,0,SW,9262203
387,9,EPRICER,306177.94,54031.4058,15,81.45467,0,0,0,MA,N,N,N,N,N,N,1,HW,6810828
388,9,EPRICER,306177.94,54031.4058,15,81.45467,0,0,0,MA,N,N,N,N,N,N,1,HW,6833259
389,9,EPRICER,35896.724,6334.716,15,79.61572,0,0,0,MA,N,N,N,N,N,N,0,HW,6843116
390,9,EPRICER,306177.94,54031.4012,15,81.86113,0,0,0,MA,N,N,N,N,N,N,1,HW,6867870
391,11,SQO,318794.0,33385.9861,9.4798,63.4867,0,0,0,MA,N,N,N,N,N,N,0,SW,9076466
392,12,SQO,44375.04,4930.5106,9.9999,9.9999,0,0,0,MA,N,N,N,N,N,N,0,SW,9229282
393,12,SQO,36979.2,4108.7589,9.9999,9.9999,0,0,0,MA,N,N,N,N,N,N,0,SW,9258308
394,12,SQO,36979.2,4108.7589,9.9999,9.9999,0,0,0,MA,N,N,N,N,N,N,0,SW,9261939
395,12,SQO,36979.2,4108.7589,9.9999,9.9999,0,0,0,MA,(null),(null),(null),(null),(null),(null),0,SW,9262141
396,9,EPRICER,199300.0,59531.9811,23.00024,74.88178,0,0,0,RU,N,N,N,N,N,N,1,HW,6859260
397,9,EPRICER,57000.0,17024.9949,22.99898,67.19216,0,0,0,RU,N,N,N,N,N,N,1,HW,6847012
398,7,EPRICER,71500.0,23833.9957,25.00052,51.69963,0,0,0,RU,N,N,N,N,N,N,1,HW,6578725
399,9,EPRICER,67355.0,22451.9924,25.00027,54.4997,0,0,0,RU,N,N,N,N,N,N,1,HW,6833053
400,9,EPRICER,67355.0,22450.997,24.99944,54.4997,0,0,0,RU,N,N,N,N,N,N,1,HW,6853241
401,9,EPRICER,412000.0,123064.95,23,79.49285,0,0,0,RU,N,N,N,N,N,N,1,HW,6854036
402,10,EPRICER,1757015.0,309371.816,14.97163,85.60744,0,0,0,RU,N,N,N,N,N,N,1,HW,5850063
403,3,EPRICER,35000.0,10454.9954,23.00076,75.16092,0,0,0,RU,N,N,N,N,N,N,0,HW,6204320
404,10,SQO,159606.54,17201.4803,9.7289,52.5059,0,0,0,MA,N,N,N,N,N,N,0,SW,8974535
405,5,SQO,228873.0,19902,8,77,0,0,0,AE,N,N,N,N,Y,N,0,SW,9724542
406,1,OPRA,19720.3596,3352.4611,17,81.26536,0,0,0,IN,N,N,N,N,N,N,0,HW,1873654
407,1,OPRA,19720.3596,3352.4611,17,81.26536,0,0,0,IN,N,N,N,N,N,N,0,HW,18775364
408,2,OPRA,19907.5064,3384.276,17,81.26536,0,0,0,IN,N,N,N,N,N,N,0,HW,18775418
409,7,SQO,37015.3987,2584.1065,6.5256,79.2964,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9851606
410,11,SQO,10830.0,1474.988,11.9869,12.0227,0,0,0,MX,N,N,N,N,N,N,0,SW,9026771
411,12,SQO,10830.0,1474.988,11.9869,12.0227,0,0,0,MX,N,N,N,N,N,N,0,SW,9204620
412,12,SQO,31778.98,3530.9616,9.9999,16.2587,0,0,0,AE,(null),(null),(null),(null),(null),(null),0,SW,9244026
413,4,SQO,275622.554,48639.2744,15,85.1124,0,0,0,CN,N,N,N,N,N,N,1,SW,9632629
414,7,SQO,27524.7259,4857.2716,14.9999,79.5223,0,0,0,CN,N,N,N,N,N,N,0,SW,9870411
415,7,SQO,27524.7259,4857.2716,14.9999,79.5223,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,SW,9878778
416,12,SQO,25040.07,4418.8014,14.9999,84.8997,0,0,0,CN,N,N,N,N,Y,N,0,SW,9257851
417,12,SQO,32370.38,5712.2882,14.9997,89.9495,0,0,0,CN,N,N,N,N,Y,N,0,SW,9265641
418,12,SQO,27551.4668,4861.9906,14.9999,84.7586,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,SW,9251622
419,12,SQO,19186.8154,2866.7698,12.9991,79.266,0,0,0,CN,N,N,N,N,Y,N,0,SW,9238048
420,12,SQO,19186.8154,2866.7698,12.9991,79.266,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,SW,9245676
421,12,BPMS,990000.0,74515.907,6.99998,82.34371,0,0,0,AR,N,N,N,N,N,N,1,HW,100405
422,11,BPMS,86000.0,14000,14,80.11744,0,0,0,AR,N,N,N,N,Y,N,1,HW,100394
423,12,BPMS,60396.0,11504,16,62.90386,0,0,0,AR,N,N,N,N,Y,N,1,HW,100411
424,12,BPMS,987699.6,74343.3293,7.00003,82.38677,0,0,0,AR,N,N,Y,N,Y,N,1,HW,100403
425,8,BPMS,87214.0,21803.9924,20.00036,44.92744,0,0,0,SV,N,N,Y,N,Y,N,1,HW,100077
426,9,BPMS,87214.0,21803.9924,20.00036,44.92744,0,0,0,SV,N,N,N,N,N,N,1,HW,100090
427,2,SQO,18701.1876,1469.7129,7.2863,77.1809,0,0,0,IN,N,N,N,N,Y,N,0,SW,9424673
428,2,SQO,18701.1876,1469.7129,7.2863,77.1809,0,0,0,IN,N,N,N,N,Y,N,0,SW,9432505
429,8,SQO,11707.1313,1018.0123,8,37.256,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,10040437
430,2,SQO,343255.6199,32296.3725,8.5997,70.5039,0,0,0,HU,Y,N,N,N,Y,N,1,SW,9316743
431,2,SQO,187152.6277,20794.9807,10.0001,71.2,0,0,0,HU,Y,N,N,N,Y,N,0,SW,9365941
432,2,SQO,187152.6277,20794.9807,10.0001,71.2,0,0,0,HU,Y,N,N,N,Y,N,0,SW,9390991
433,3,SQO,343255.6199,32296.3725,8.5997,70.5039,0,0,0,HU,Y,N,N,N,Y,N,1,SW,9543503
434,11,SQO,4513.87,615.528,12,58.0512,0,0,0,TW,N,N,N,N,N,N,0,SW,8977311
435,11,SQO,4513.87,615.528,12,58.0512,0,0,0,TW,N,N,N,N,N,N,0,SW,9119084
436,1,SQO,2180.2,628.9709,22.3899,73.923,0,0,0,BR,N,N,N,N,Y,N,0,SW,9279083
437,5,SQO,169810.5,4777.6063,2.7365,48.4132,0,0,0,MY,N,N,N,N,Y,N,0,SW,9720002
438,5,SQO,53774.0,4676,8,73.086,0,0,0,MY,N,N,N,N,N,N,0,SW,9723284
439,5,SQO,169870.7,4778.7626,2.7362,48.3949,0,0,0,MY,N,N,N,N,Y,N,0,SW,9723525
440,5,SQO,53774.0,4676,8,73.086,0,0,0,MY,(null),(null),(null),(null),(null),(null),0,SW,9723840
441,5,SQO,53774.0,4676,8,73.086,0,0,0,MY,(null),(null),(null),(null),(null),(null),0,SW,9728038
442,8,SQO,12923.6,370.9991,2.7906,48.4877,0,0,0,MY,N,N,N,N,Y,N,0,SW,9975069
443,4,OPRA,32681.7397,4039.3165,11,84.08599,0,0,0,MY,N,N,N,N,N,N,0,HW,1874079
444,12,SQO,165111.8,17259.0443,9.4637,44.7757,0,0,0,MY,N,N,N,N,Y,N,0,SW,9189344
445,12,SQO,165111.8,17259.0443,9.4637,44.7757,0,0,0,MY,N,N,N,N,Y,N,0,SW,9205726
446,5,SQO,169422.41,5165.7159,2.9588,48.5311,0,0,0,MY,N,N,N,N,Y,N,0,SW,9720023
447,5,SQO,169481.91,5167.5326,2.9588,48.5131,0,0,0,MY,N,N,N,N,Y,N,0,SW,9723578
448,5,SQO,53774.0,4676,8,73.086,0,0,0,MY,(null),(null),(null),(null),(null),(null),0,SW,9728124
449,8,SQO,12898.0,396.5912,2.9831,48.5897,0,0,0,MY,N,N,N,N,Y,N,0,SW,9962011
450,5,SQO,169414.52,5234.9474,2.9974,48.5335,0,1,0,MY,N,N,N,N,Y,N,1,SW,9723558
451,5,SQO,53774.0,4676,8,73.086,0,0,0,MY,N,N,N,N,N,N,0,SW,9728019
452,8,SQO,12898.0,396.5912,2.9831,48.5897,0,0,0,MY,N,N,N,N,Y,N,0,SW,9974999
453,9,SQO,23532.25,2046.2832,8,44.8,0,0,0,MY,N,N,N,N,Y,N,0,SW,10091240
454,4,SQO,5647.4,2420.3964,30.0007,86.3852,0,0,0,MY,(null),(null),(null),(null),(null),(null),0,SW,9563704
455,4,SQO,7261.0,806.7961,10.0002,82.4951,0,0,0,MY,(null),(null),(null),(null),(null),(null),0,SW,9564026
456,10,SQO,31380.8,3487.9958,10.0032,55.0016,0,0,0,EG,N,N,N,N,N,N,0,SW,8935645
457,10,SQO,31380.8,3487.9958,10.0032,55.0016,0,0,0,EG,N,N,N,N,N,N,0,SW,8942020
458,9,BPMS,246927.0,82309,25,59.4381,0,0,0,SV,N,N,Y,N,Y,N,1,HW,100085
